开始时间,结束时间,车号,出货单号,盘号,强度等级,坍落度值
2021-10-25 07:56:00,2021-10-25 07:56:30,大13,64241,1,C30,220.0
2021-10-25 07:58:02,2021-10-25 07:58:32,大13,64241,2,C30,220.0
2021-10-25 08:00:46,2021-10-25 08:01:16,大13,64241,3,C30,220.0
2021-10-25 08:02:50,2021-10-25 08:03:20,大13,64241,4,C30,220.0
2021-10-25 08:06:53,2021-10-25 08:07:23,06,64247,1,C30,220.0
2021-10-25 08:08:56,2021-10-25 08:09:26,06,64247,2,C30,220.0
2021-10-25 08:10:58,2021-10-25 08:11:28,06,64247,3,C30,220.0
2021-10-25 08:13:01,2021-10-25 08:13:31,06,64247,4,C30,220.0
2021-10-25 08:15:56,2021-10-25 08:16:26,12,64256,1,C30,220.0
2021-10-25 08:17:58,2021-10-25 08:18:28,12,64256,2,C30,220.0
2021-10-25 08:20:01,2021-10-25 08:20:31,12,64256,3,C30,220.0
2021-10-25 08:22:03,2021-10-25 08:22:33,12,64256,4,C30,220.0
2021-10-25 08:25:11,2021-10-25 08:25:41,大20,64260,1,C30,220.0
2021-10-25 08:27:13,2021-10-25 08:27:43,大20,64260,2,C30,220.0
2021-10-25 08:29:15,2021-10-25 08:29:45,大20,64260,3,C30,220.0
2021-10-25 08:31:18,2021-10-25 08:31:48,大20,64260,4,C30,220.0
2021-10-25 08:35:50,2021-10-25 08:36:20,40,64264,1,C30,220.0
2021-10-25 08:37:52,2021-10-25 08:38:22,40,64264,2,C30,220.0
2021-10-25 08:39:54,2021-10-25 08:40:24,40,64264,3,C30,220.0
2021-10-25 08:41:57,2021-10-25 08:42:27,40,64264,4,C30,220.0
2021-10-25 08:47:13,2021-10-25 08:47:43,大19,64270,1,C30,220.0
2021-10-25 08:49:15,2021-10-25 08:49:45,大19,64270,2,C30,220.0
2021-10-25 08:51:18,2021-10-25 08:51:48,大19,64270,3,C30,220.0
2021-10-25 08:53:22,2021-10-25 08:53:52,大19,64270,4,C30,220.0
2021-10-25 08:58:10,2021-10-25 08:58:40,13,64274,1,C30,220.0
2021-10-25 08:59:25,2021-10-25 08:59:55,13,64274,2,C30,220.0
2021-10-25 09:01:27,2021-10-25 09:01:57,13,64274,3,C30,220.0
2021-10-25 09:03:30,2021-10-25 09:04:00,13,64274,4,C30,220.0
2021-10-25 09:07:51,2021-10-25 09:08:21,35,64278,1,C30,220.0
2021-10-25 09:09:53,2021-10-25 09:10:23,35,64278,2,C30,220.0
2021-10-25 09:11:56,2021-10-25 09:12:26,35,64278,3,C30,220.0
2021-10-25 09:13:58,2021-10-25 09:14:28,35,64278,4,C30,220.0
2021-10-25 09:17:44,2021-10-25 09:18:14,01,64283,1,C30,220.0
2021-10-25 09:19:46,2021-10-25 09:20:16,01,64283,2,C30,220.0
2021-10-25 09:21:48,2021-10-25 09:22:18,01,64283,3,C30,220.0
2021-10-25 09:23:51,2021-10-25 09:24:21,01,64283,4,C30,220.0
2021-10-25 09:26:47,2021-10-25 09:27:17,43,64286,1,C30,220.0
2021-10-25 09:28:49,2021-10-25 09:29:19,43,64286,2,C30,220.0
2021-10-25 09:30:51,2021-10-25 09:31:21,43,64286,3,C30,220.0
2021-10-25 09:32:54,2021-10-25 09:33:24,43,64286,4,C30,220.0
2021-10-25 09:46:02,2021-10-25 09:46:32,16,64294,1,C30,220.0
2021-10-25 09:48:09,2021-10-25 09:48:39,16,64294,2,C30,220.0
2021-10-25 09:50:16,2021-10-25 09:50:46,16,64294,3,C30,220.0
2021-10-25 09:52:23,2021-10-25 09:52:53,16,64294,4,C30,220.0
2021-10-25 09:57:24,2021-10-25 09:57:54,大31,64297,1,C30,220.0
2021-10-25 09:59:31,2021-10-25 10:00:01,大31,64297,2,C30,220.0
2021-10-25 10:01:38,2021-10-25 10:02:08,大31,64297,3,C30,220.0
2021-10-25 10:03:45,2021-10-25 10:04:15,大31,64297,4,C30,220.0
2021-10-25 10:07:52,2021-10-25 10:08:22,大25,64303,1,C30,220.0
2021-10-25 10:09:59,2021-10-25 10:10:29,大25,64303,2,C30,220.0
2021-10-25 10:12:07,2021-10-25 10:12:37,大25,64303,3,C30,220.0
2021-10-25 10:14:14,2021-10-25 10:14:44,大25,64303,4,C30,220.0
2021-10-25 10:42:25,2021-10-25 10:42:55,大30,64325,1,C30,220.0
2021-10-25 10:44:32,2021-10-25 10:45:02,大30,64325,2,C30,220.0
2021-10-25 10:46:39,2021-10-25 10:47:09,大30,64325,3,C30,220.0
2021-10-25 10:48:46,2021-10-25 10:49:16,大30,64325,4,C30,220.0
2021-10-25 10:51:46,2021-10-25 10:52:16,13,64326,1,C30,220.0
2021-10-25 10:53:56,2021-10-25 10:54:26,13,64326,2,C30,220.0
2021-10-25 10:56:03,2021-10-25 10:56:33,13,64326,3,C30,220.0
2021-10-25 10:58:10,2021-10-25 10:58:40,13,64326,4,C30,220.0
2021-10-25 11:01:24,2021-10-25 11:01:54,36,64331,1,C30,220.0
2021-10-25 11:03:31,2021-10-25 11:04:01,36,64331,2,C30,220.0
2021-10-25 11:05:38,2021-10-25 11:06:08,36,64331,3,C30,220.0
2021-10-25 11:07:45,2021-10-25 11:08:15,36,64331,4,C30,220.0
2021-10-25 11:11:49,2021-10-25 11:12:19,46,64334,1,C30,220.0
2021-10-25 11:13:56,2021-10-25 11:14:26,46,64334,2,C30,220.0
2021-10-25 11:16:03,2021-10-25 11:16:33,46,64334,3,C30,220.0
2021-10-25 11:18:11,2021-10-25 11:18:41,46,64334,4,C30,220.0
2021-10-25 11:31:55,2021-10-25 11:32:25,大22,64344,1,C30,220.0
2021-10-25 11:34:02,2021-10-25 11:34:32,大22,64344,2,C30,220.0
2021-10-25 11:36:09,2021-10-25 11:36:39,大22,64344,3,C30,220.0
2021-10-25 11:38:23,2021-10-25 11:38:53,大22,64344,4,C30,220.0
2021-10-25 11:42:52,2021-10-25 11:43:22,38,64349,1,C30,220.0
2021-10-25 11:45:00,2021-10-25 11:45:30,38,64349,2,C30,220.0
2021-10-25 11:47:07,2021-10-25 11:47:37,38,64349,3,C30,220.0
2021-10-25 11:49:14,2021-10-25 11:49:44,38,64349,4,C30,220.0
2021-10-25 11:51:55,2021-10-25 11:52:25,53,64352,1,C30,220.0
2021-10-25 11:54:02,2021-10-25 11:54:32,53,64352,2,C30,220.0
2021-10-25 11:56:14,2021-10-25 11:56:44,53,64352,3,C30,220.0
2021-10-25 11:59:06,2021-10-25 11:59:36,53,64352,4,C30,220.0
2021-10-25 12:05:32,2021-10-25 12:06:02,55,64358,1,C30,220.0
2021-10-25 12:07:39,2021-10-25 12:08:09,55,64358,2,C30,220.0
2021-10-25 12:09:46,2021-10-25 12:10:16,55,64358,3,C30,220.0
2021-10-25 12:11:53,2021-10-25 12:12:23,55,64358,4,C30,220.0
2021-10-25 12:25:47,2021-10-25 12:26:17,17,64369,1,C30,220.0
2021-10-25 12:27:54,2021-10-25 12:28:24,17,64369,2,C30,220.0
2021-10-25 12:30:01,2021-10-25 12:30:31,17,64369,3,C30,220.0
2021-10-25 12:32:09,2021-10-25 12:32:39,17,64369,4,C30,220.0
2021-10-25 12:35:59,2021-10-25 12:36:29,01,64372,1,C30,220.0
2021-10-25 12:38:06,2021-10-25 12:38:36,01,64372,2,C30,220.0
2021-10-25 12:40:13,2021-10-25 12:40:43,01,64372,3,C30,220.0
2021-10-25 12:42:20,2021-10-25 12:42:50,01,64372,4,C30,220.0
2021-10-25 12:45:33,2021-10-25 12:46:03,大25,64377,1,C30,220.0
2021-10-25 12:47:40,2021-10-25 12:48:10,大25,64377,2,C30,220.0
2021-10-25 12:49:47,2021-10-25 12:50:17,大25,64377,3,C30,220.0
2021-10-25 12:57:03,2021-10-25 12:57:33,06,64384,1,C30,220.0
2021-10-25 13:01:18,2021-10-25 13:01:48,06,64384,3,C30,220.0
2021-10-25 13:03:25,2021-10-25 13:03:55,06,64384,4,C30,220.0
2021-10-25 13:06:40,2021-10-25 13:07:10,大26,64388,1,C30,220.0
2021-10-25 13:08:47,2021-10-25 13:09:17,大26,64388,2,C30,220.0
2021-10-25 13:10:54,2021-10-25 13:11:24,大26,64388,3,C30,220.0
2021-10-25 13:13:01,2021-10-25 13:13:31,大26,64388,4,C30,220.0
2021-10-25 13:25:36,2021-10-25 13:26:06,55,64396,1,C30,220.0
2021-10-25 13:27:43,2021-10-25 13:28:13,55,64396,2,C30,220.0
2021-10-25 13:29:50,2021-10-25 13:30:20,55,64396,3,C30,220.0
2021-10-25 13:31:57,2021-10-25 13:32:27,55,64396,4,C30,220.0
2021-10-25 13:52:41,2021-10-25 13:53:11,49,64410,1,C30,220.0
2021-10-25 13:54:49,2021-10-25 13:55:19,49,64410,2,C30,220.0
2021-10-25 13:56:56,2021-10-25 13:57:26,49,64410,3,C30,220.0
2021-10-25 13:59:03,2021-10-25 13:59:33,49,64410,4,C30,220.0
2021-10-25 14:09:44,2021-10-25 14:10:14,48,64415,1,C30,220.0
2021-10-25 14:11:51,2021-10-25 14:12:21,48,64415,2,C30,220.0
2021-10-25 14:13:59,2021-10-25 14:14:29,48,64415,3,C30,220.0
2021-10-25 14:16:06,2021-10-25 14:16:36,48,64415,4,C30,220.0
2021-10-25 14:21:39,2021-10-25 14:22:09,01,64420,1,C30,220.0
2021-10-25 14:23:47,2021-10-25 14:24:17,01,64420,2,C30,220.0
2021-10-25 14:45:41,2021-10-25 14:46:11,大25,64432,1,C30,220.0
2021-10-25 14:47:48,2021-10-25 14:48:18,大25,64432,2,C30,220.0
2021-10-25 14:49:56,2021-10-25 14:50:26,大25,64432,3,C30,220.0
2021-10-25 14:52:03,2021-10-25 14:52:33,大25,64432,4,C30,220.0
2021-10-25 06:06:09,2021-10-25 06:06:39,大33,64200,1,M10,220.0
2021-10-25 12:09:38,2021-10-25 12:10:08,大33,64360,1,C15,200.0
2021-10-25 12:11:21,2021-10-25 12:11:51,大33,64360,2,C15,210.0
2021-10-25 12:13:05,2021-10-25 12:13:35,大33,64360,3,C15,210.0
2021-10-25 12:14:48,2021-10-25 12:15:18,大33,64360,4,C15,220.0
2021-10-25 16:21:11,2021-10-25 16:21:41,35,64453,1,C15,220.0
2021-10-25 16:22:57,2021-10-25 16:23:27,35,64453,2,C15,220.0
2021-10-25 16:24:40,2021-10-25 16:25:10,35,64453,3,C15,220.0
2021-10-25 16:26:23,2021-10-25 16:26:53,35,64453,4,C15,220.0
2021-10-25 05:46:27,2021-10-25 05:46:57,47,64194,1,C15细石,220.0
2021-10-25 05:48:16,2021-10-25 05:48:46,47,64194,2,C15细石,220.0
2021-10-25 05:50:05,2021-10-25 05:50:35,47,64194,3,C15细石,220.0
2021-10-25 05:51:54,2021-10-25 05:52:24,47,64194,4,C15细石,220.0
2021-10-25 09:51:29,2021-10-25 09:51:59,大21,64293,1,C15细石,220.0
2021-10-25 09:53:17,2021-10-25 09:53:47,大21,64293,2,C15细石,220.0
2021-10-25 09:55:06,2021-10-25 09:55:36,大21,64293,3,C15细石,220.0
2021-10-25 09:57:04,2021-10-25 09:57:34,大21,64293,4,C15细石,220.0
2021-10-25 13:15:16,2021-10-25 13:15:46,大30,64394,1,C15细石,220.0
2021-10-25 13:17:04,2021-10-25 13:17:34,大30,64394,2,C15细石,220.0
2021-10-25 13:18:53,2021-10-25 13:19:23,大30,64394,3,C15细石,220.0
2021-10-25 13:20:41,2021-10-25 13:21:11,大30,64394,4,C15细石,220.0
2021-10-25 15:25:22,2021-10-25 15:25:52,12,64440,1,C15细石,220.0
2021-10-25 15:27:11,2021-10-25 15:27:41,12,64440,2,C15细石,220.0
2021-10-25 15:28:59,2021-10-25 15:29:29,12,64440,3,C15细石,220.0
2021-10-25 15:30:48,2021-10-25 15:31:18,12,64440,4,C15细石,220.0
2021-10-25 15:46:47,2021-10-25 15:47:17,01,64445,1,C15细石,220.0
2021-10-25 15:48:36,2021-10-25 15:49:06,01,64445,2,C15细石,220.0
2021-10-25 15:50:28,2021-10-25 15:50:58,01,64445,3,C15细石,220.0
2021-10-25 15:52:17,2021-10-25 15:52:47,01,64445,4,C15细石,220.0
2021-10-25 06:11:26,2021-10-25 06:11:56,大11,64202,1,C20,220.0
2021-10-25 06:13:39,2021-10-25 06:14:09,大11,64202,2,C20,210.0
2021-10-25 06:15:28,2021-10-25 06:15:58,大11,64202,3,C20,210.0
2021-10-25 06:17:16,2021-10-25 06:17:46,大11,64202,4,C20,210.0
2021-10-25 06:01:44,2021-10-25 06:02:14,大26,64198,1,C20细石,210.0
2021-10-25 06:03:33,2021-10-25 06:04:03,大26,64198,2,C20细石,210.0
2021-10-25 07:39:47,2021-10-25 07:40:17,52,64238,1,C20细石,210.0
2021-10-25 07:41:35,2021-10-25 07:42:05,52,64238,2,C20细石,210.0
2021-10-25 07:43:24,2021-10-25 07:43:54,52,64238,3,C20细石,210.0
2021-10-25 07:59:43,2021-10-25 08:00:13,20,64246,1,C20细石,210.0
2021-10-25 08:01:31,2021-10-25 08:02:01,20,64246,2,C20细石,210.0
2021-10-25 10:15:11,2021-10-25 10:15:41,09,64307,1,C20细石,210.0
2021-10-25 11:52:45,2021-10-25 11:53:15,11,64351,1,C20细石,210.0
2021-10-25 11:54:44,2021-10-25 11:55:14,11,64351,2,C20细石,210.0
2021-10-25 11:56:32,2021-10-25 11:57:02,11,64351,3,C20细石,210.0
2021-10-25 11:59:27,2021-10-25 11:59:57,41,64357,1,C20细石,210.0
2021-10-25 12:01:15,2021-10-25 12:01:45,41,64357,2,C20细石,210.0
2021-10-25 12:03:04,2021-10-25 12:03:34,41,64357,3,C20细石,210.0
2021-10-25 13:45:32,2021-10-25 13:46:02,38,64402,1,C20细石,210.0
2021-10-25 13:47:28,2021-10-25 13:47:58,38,64402,2,C20细石,210.0
2021-10-25 13:49:16,2021-10-25 13:49:46,38,64402,3,C20细石,210.0
2021-10-25 17:49:30,2021-10-25 17:50:00,9,64463,1,C20细石,210.0
2021-10-25 17:51:19,2021-10-25 17:51:49,9,64463,2,C20细石,210.0
2021-10-25 17:53:07,2021-10-25 17:53:37,9,64463,3,C20细石,210.0
2021-10-25 17:54:55,2021-10-25 17:55:25,9,64463,4,C20细石,220.0
2021-10-25 06:31:35,2021-10-25 06:32:05,37,64210,1,C25,220.0
2021-10-25 06:34:06,2021-10-25 06:34:36,37,64210,2,C25,220.0
2021-10-25 06:35:54,2021-10-25 06:36:24,37,64210,3,C25,220.0
2021-10-25 06:37:43,2021-10-25 06:38:13,37,64210,4,C25,220.0
2021-10-25 08:06:12,2021-10-25 08:06:42,11,64251,1,C25,220.0
2021-10-25 08:08:00,2021-10-25 08:08:30,11,64251,2,C25,220.0
2021-10-25 08:09:49,2021-10-25 08:10:19,11,64251,3,C25,220.0
2021-10-25 08:11:37,2021-10-25 08:12:07,11,64251,4,C25,220.0
2021-10-25 08:42:06,2021-10-25 08:42:36,大16,64266,1,C25,220.0
2021-10-25 08:43:55,2021-10-25 08:44:25,大16,64266,2,C25,220.0
2021-10-25 08:45:43,2021-10-25 08:46:13,大16,64266,3,C25,220.0
2021-10-25 08:47:31,2021-10-25 08:48:01,大16,64266,4,C25,220.0
2021-10-25 08:49:20,2021-10-25 08:49:50,大16,64266,5,C25,220.0
2021-10-25 09:11:43,2021-10-25 09:12:13,55,64279,1,C25,210.0
2021-10-25 09:13:39,2021-10-25 09:14:09,55,64279,2,C25,210.0
2021-10-25 09:15:28,2021-10-25 09:15:58,55,64279,3,C25,210.0
2021-10-25 05:09:00,2021-10-25 05:09:30,43,64187,1,C25细石,220.0
2021-10-25 05:12:21,2021-10-25 05:12:51,43,64187,2,C25细石,220.0
2021-10-25 05:14:11,2021-10-25 05:14:41,43,64187,3,C25细石,220.0
2021-10-25 05:29:38,2021-10-25 05:30:08,41,64189,1,C25细石,220.0
2021-10-25 05:31:28,2021-10-25 05:31:58,41,64189,2,C25细石,220.0
2021-10-25 05:33:18,2021-10-25 05:33:48,41,64189,3,C25细石,220.0
2021-10-25 05:37:15,2021-10-25 05:37:45,01,64192,1,C25细石,220.0
2021-10-25 05:39:44,2021-10-25 05:40:14,01,64192,2,C25细石,220.0
2021-10-25 06:24:31,2021-10-25 06:25:01,13,64208,1,C25细石,220.0
2021-10-25 07:06:29,2021-10-25 07:06:59,18,64225,1,C25细石,220.0
2021-10-25 07:08:18,2021-10-25 07:08:48,18,64225,2,C25细石,220.0
2021-10-25 07:10:06,2021-10-25 07:10:36,18,64225,3,C25细石,220.0
2021-10-25 07:11:55,2021-10-25 07:12:25,18,64225,4,C25细石,220.0
2021-10-25 08:25:50,2021-10-25 08:26:20,49,64262,1,C25细石,220.0
2021-10-25 14:02:39,2021-10-25 14:03:09,56,64413,1,C25细石,220.0
2021-10-25 14:05:07,2021-10-25 14:05:37,56,64413,2,C25细石,220.0
2021-10-25 06:43:33,2021-10-25 06:44:03,19,64216,1,C30,220.0
2021-10-25 06:46:01,2021-10-25 06:46:31,19,64216,2,C30,220.0
2021-10-25 06:48:00,2021-10-25 06:48:30,19,64216,3,C30,220.0
2021-10-25 06:49:44,2021-10-25 06:50:14,19,64216,4,C30,220.0
2021-10-25 06:55:35,2021-10-25 06:56:05,大27,64221,1,C30,220.0
2021-10-25 06:57:29,2021-10-25 06:57:59,大27,64221,2,C30,220.0
2021-10-25 06:59:23,2021-10-25 06:59:53,大27,64221,3,C30,220.0
2021-10-25 07:01:16,2021-10-25 07:01:46,大27,64221,4,C30,220.0
2021-10-25 08:54:06,2021-10-25 08:54:36,37,64272,1,C30,220.0
2021-10-25 08:56:55,2021-10-25 08:57:25,47,64273,1,C30,220.0
2021-10-25 08:58:49,2021-10-25 08:59:19,47,64273,2,C30,220.0
2021-10-25 09:02:27,2021-10-25 09:02:57,47,64273,3,C30,220.0
2021-10-25 09:05:46,2021-10-25 09:06:16,47,64273,4,C30,220.0
2021-10-25 09:37:11,2021-10-25 09:37:41,42,64288,1,C30,220.0
2021-10-25 09:39:15,2021-10-25 09:39:45,42,64288,2,C30,220.0
2021-10-25 09:43:40,2021-10-25 09:44:10,42,64288,3,C30,220.0
2021-10-25 09:45:34,2021-10-25 09:46:04,42,64288,4,C30,220.0
2021-10-25 10:05:41,2021-10-25 10:06:11,大26,64305,1,C30,220.0
2021-10-25 10:07:34,2021-10-25 10:08:04,大26,64305,2,C30,220.0
2021-10-25 10:09:27,2021-10-25 10:09:57,大26,64305,3,C30,220.0
2021-10-25 10:11:21,2021-10-25 10:11:51,大26,64305,4,C30,220.0
2021-10-25 10:13:14,2021-10-25 10:13:44,大26,64305,5,C30,220.0
2021-10-25 10:26:13,2021-10-25 10:26:43,19,64317,1,C30,220.0
2021-10-25 10:28:06,2021-10-25 10:28:36,19,64317,2,C30,220.0
2021-10-25 10:30:00,2021-10-25 10:30:30,19,64317,3,C30,220.0
2021-10-25 10:31:53,2021-10-25 10:32:23,19,64317,4,C30,220.0
2021-10-25 10:40:29,2021-10-25 10:40:59,10,64323,1,C30,220.0
2021-10-25 10:42:22,2021-10-25 10:42:52,10,64323,2,C30,220.0
2021-10-25 10:44:16,2021-10-25 10:44:46,10,64323,3,C30,220.0
2021-10-25 10:46:09,2021-10-25 10:46:39,10,64323,4,C30,220.0
2021-10-25 10:48:13,2021-10-25 10:48:43,03,64329,1,C30,220.0
2021-10-25 10:50:06,2021-10-25 10:50:36,03,64329,2,C30,220.0
2021-10-25 10:52:00,2021-10-25 10:52:30,03,64329,3,C30,220.0
2021-10-25 11:01:40,2021-10-25 11:02:10,20,64332,1,C30,220.0
2021-10-25 11:03:33,2021-10-25 11:04:03,20,64332,2,C30,220.0
2021-10-25 11:05:27,2021-10-25 11:05:57,20,64332,3,C30,220.0
2021-10-25 11:13:39,2021-10-25 11:14:09,15,64338,1,C30,220.0
2021-10-25 11:15:32,2021-10-25 11:16:02,15,64338,2,C30,220.0
2021-10-25 11:17:26,2021-10-25 11:17:56,15,64338,3,C30,220.0
2021-10-25 11:19:19,2021-10-25 11:19:49,15,64338,4,C30,220.0
2021-10-25 11:39:12,2021-10-25 11:39:42,大15,64345,1,C30,220.0
2021-10-25 11:41:06,2021-10-25 11:41:36,大15,64345,2,C30,220.0
2021-10-25 11:42:59,2021-10-25 11:43:29,大15,64345,3,C30,220.0
2021-10-25 11:44:53,2021-10-25 11:45:23,大15,64345,4,C30,220.0
2021-10-25 12:17:47,2021-10-25 12:18:17,48,64363,1,C30,220.0
2021-10-25 12:20:05,2021-10-25 12:20:35,48,64363,2,C30,220.0
2021-10-25 12:24:08,2021-10-25 12:24:38,大23,64367,1,C30,220.0
2021-10-25 12:26:01,2021-10-25 12:26:31,大23,64367,2,C30,220.0
2021-10-25 12:27:54,2021-10-25 12:28:24,大23,64367,3,C30,220.0
2021-10-25 12:29:48,2021-10-25 12:30:18,大23,64367,4,C30,220.0
2021-10-25 12:31:41,2021-10-25 12:32:11,大23,64367,5,C30,220.0
2021-10-25 12:40:00,2021-10-25 12:40:30,45,64374,1,C30,210.0
2021-10-25 12:41:53,2021-10-25 12:42:23,45,64374,2,C30,220.0
2021-10-25 12:43:47,2021-10-25 12:44:17,45,64374,3,C30,220.0
2021-10-25 12:45:40,2021-10-25 12:46:10,45,64374,4,C30,220.0
2021-10-25 12:55:31,2021-10-25 12:56:01,03,64382,1,C30,220.0
2021-10-25 12:57:25,2021-10-25 12:57:55,03,64382,2,C30,220.0
2021-10-25 12:59:18,2021-10-25 12:59:48,03,64382,3,C30,220.0
2021-10-25 13:05:31,2021-10-25 13:06:01,03,64382,4,C30,220.0
2021-10-25 14:16:45,2021-10-25 14:17:15,36,64417,1,C30,210.0
2021-10-25 14:19:36,2021-10-25 14:20:06,36,64417,2,C30,210.0
2021-10-25 14:21:33,2021-10-25 14:22:03,36,64417,3,C30,210.0
2021-10-25 14:25:55,2021-10-25 14:26:25,大21,64422,1,C30,210.0
2021-10-25 14:27:49,2021-10-25 14:28:19,大21,64422,2,C30,210.0
2021-10-25 14:29:54,2021-10-25 14:30:24,大21,64422,3,C30,210.0
2021-10-25 14:31:51,2021-10-25 14:32:21,大21,64422,4,C30,210.0
2021-10-25 14:33:44,2021-10-25 14:34:14,大21,64422,5,C30,220.0
2021-10-25 14:49:24,2021-10-25 14:49:54,06,64433,1,C30,220.0
2021-10-25 14:51:16,2021-10-25 14:51:46,06,64433,2,C30,220.0
2021-10-25 14:53:10,2021-10-25 14:53:40,06,64433,3,C30,220.0
2021-10-25 14:55:02,2021-10-25 14:55:32,06,64433,4,C30,220.0
2021-10-25 14:58:42,2021-10-25 14:59:12,10,64434,1,C30,220.0
2021-10-25 15:01:24,2021-10-25 15:01:54,10,64434,2,C30,220.0
2021-10-25 15:03:17,2021-10-25 15:03:47,10,64434,3,C30,220.0
2021-10-25 15:05:11,2021-10-25 15:05:41,10,64434,4,C30,210.0
2021-10-25 15:15:38,2021-10-25 15:16:08,53,64439,1,C30,210.0
2021-10-25 15:17:29,2021-10-25 15:17:59,53,64439,2,C30,210.0
2021-10-25 12:34:35,2021-10-25 12:35:05,大12,64373,1,C30细石,220.0
2021-10-25 12:36:29,2021-10-25 12:36:59,大12,64373,2,C30细石,220.0
2021-10-25 07:15:57,2021-10-25 07:16:27,大16,64228,1,C35,220.0
2021-10-25 07:19:52,2021-10-25 07:20:22,大12,64230,1,C35,210.0
2021-10-25 07:25:44,2021-10-25 07:26:14,大12,64230,2,C35,210.0
2021-10-25 07:29:54,2021-10-25 07:30:24,大12,64230,3,C35,210.0
2021-10-25 07:31:48,2021-10-25 07:32:18,大12,64230,4,C35,210.0
2021-10-25 07:47:55,2021-10-25 07:48:25,15,64245,1,C35,210.0
2021-10-25 07:50:30,2021-10-25 07:51:00,15,64245,2,C35,220.0
2021-10-25 07:52:23,2021-10-25 07:52:53,15,64245,3,C35,220.0
2021-10-25 07:54:29,2021-10-25 07:54:59,15,64245,4,C35,220.0
2021-10-25 08:16:19,2021-10-25 08:16:49,大33,64257,1,C35,210.0
2021-10-25 08:18:13,2021-10-25 08:18:43,大33,64257,2,C35,210.0
2021-10-25 08:20:06,2021-10-25 08:20:36,大33,64257,3,C35,210.0
2021-10-25 08:22:31,2021-10-25 08:23:01,大33,64257,4,C35,210.0
2021-10-25 09:19:40,2021-10-25 09:20:10,大13,64284,1,C35,210.0
2021-10-25 09:23:01,2021-10-25 09:23:31,大13,64284,2,C35,220.0
2021-10-25 09:27:32,2021-10-25 09:28:02,大13,64284,3,C35,220.0
2021-10-25 09:31:59,2021-10-25 09:32:29,大13,64284,4,C35,220.0
2021-10-25 09:59:50,2021-10-25 10:00:20,56,64299,1,C35,220.0
2021-10-25 10:01:44,2021-10-25 10:02:14,56,64299,2,C35,220.0
2021-10-25 10:03:37,2021-10-25 10:04:07,56,64299,3,C35,220.0
2021-10-25 10:18:51,2021-10-25 10:19:21,05,64314,1,C35,220.0
2021-10-25 10:20:45,2021-10-25 10:21:15,05,64314,2,C35,220.0
2021-10-25 10:22:38,2021-10-25 10:23:08,05,64314,3,C35,220.0
2021-10-25 10:34:53,2021-10-25 10:35:23,07,64320,1,C35,220.0
2021-10-25 10:37:29,2021-10-25 10:37:59,07,64320,2,C35,220.0
2021-10-25 12:49:44,2021-10-25 12:50:14,大21,64378,1,C35,220.0
2021-10-25 12:51:37,2021-10-25 12:52:07,大21,64378,2,C35,220.0
2021-10-25 13:08:51,2021-10-25 13:09:21,10,64386,1,C35,220.0
2021-10-25 13:10:45,2021-10-25 13:11:15,10,64386,2,C35,220.0
2021-10-25 13:12:38,2021-10-25 13:13:08,10,64386,3,C35,220.0
2021-10-25 13:30:25,2021-10-25 13:30:55,16,64400,1,C35,220.0
2021-10-25 13:35:50,2021-10-25 13:36:20,16,64400,2,C35,220.0
2021-10-25 13:41:35,2021-10-25 13:42:05,16,64400,3,C35,220.0
2021-10-25 13:55:04,2021-10-25 13:55:34,46,64411,1,C35,220.0
2021-10-25 13:56:58,2021-10-25 13:57:28,46,64411,2,C35,220.0
2021-10-25 13:59:31,2021-10-25 14:00:01,46,64411,3,C35,220.0
2021-10-25 14:38:17,2021-10-25 14:38:47,22,64423,1,C35,220.0
2021-10-25 14:40:11,2021-10-25 14:40:41,22,64423,2,C35,220.0
2021-10-25 14:42:04,2021-10-25 14:42:34,22,64423,3,C35,220.0
2021-10-25 14:45:09,2021-10-25 14:45:39,大10,64430,1,C35,220.0
2021-10-25 14:47:03,2021-10-25 14:47:33,大10,64430,2,C35,220.0
2021-10-25 13:24:04,2021-10-25 13:24:34,20,64395,1,C40P6,220.0
2021-10-25 15:33:17,2021-10-25 15:33:47,52,64441,1,C15,230.0
2021-10-25 15:35:31,2021-10-25 15:36:01,52,64441,2,C15,220.0
2021-10-25 15:37:45,2021-10-25 15:38:15,52,64441,3,C15,220.0
2021-10-25 15:39:31,2021-10-25 15:40:01,52,64441,4,C15,220.0
2021-10-25 15:45:53,2021-10-25 15:46:23,07,64444,1,C15,220.0
2021-10-25 15:47:33,2021-10-25 15:48:03,07,64444,2,C15,220.0
2021-10-25 15:50:23,2021-10-25 15:50:53,07,64444,3,C15,220.0
2021-10-25 15:52:10,2021-10-25 15:52:40,07,64444,4,C15,220.0
2021-10-25 16:05:22,2021-10-25 16:05:52,大21,64448,1,C15,220.0
2021-10-25 16:07:34,2021-10-25 16:08:04,大21,64448,2,C15,220.0
2021-10-25 16:09:14,2021-10-25 16:09:44,大21,64448,3,C15,220.0
2021-10-25 16:20:30,2021-10-25 16:21:00,43,64454,1,C15,220.0
2021-10-25 16:22:37,2021-10-25 16:23:07,43,64454,2,C15,220.0
2021-10-25 16:24:25,2021-10-25 16:24:55,43,64454,3,C15,220.0
2021-10-25 16:26:13,2021-10-25 16:26:43,43,64454,4,C15,220.0
2021-10-25 17:03:57,2021-10-25 17:04:27,大26,64460,1,C15,220.0
